a,b,c,d,e,f,g,h,i,j,k,l,m
Cardinal Glennon ER Reference,MEDICAL,4.2,19,20M,"1,000+",True,0.0,Everyone 10+,Medical,2017-09-21,1.8.3,4.1 and up
The NBC App - Watch Live TV and Full Episodes,FAMILY,4.1,58104,17M,"5,000,000+",True,0.0,Teen,Entertainment,2018-07-05,4.18.1,4.1 and up
Scanner Radio - Fire and Police Scanner,FAMILY,4.4,175509,Varies with device,"10,000,000+",True,0.0,Everyone,Entertainment,2018-08-07,Varies with device,Varies with device
Fill 'er Up,TRAVEL_AND_LOCAL,3.2,58,18k,"5,000+",True,0.0,Everyone,Travel & Local,2017-02-27,1.1,1.6 and up
SnakeBite911 ER,MEDICAL,nan,1,42M,500+,True,0.0,Everyone,Medical,2017-10-09,1.2,4.1 and up
Ankle Surgery ER Emergency,FAMILY,3.3,10449,29M,"1,000,000+",True,0.0,Teen,Educational,2016-12-02,1.7,2.3 and up
Voxer Walkie Talkie Messenger,COMMUNICATION,4.3,230564,Varies with device,"10,000,000+",True,0.0,Everyone,Communication,2018-07-31,Varies with device,Varies with device
ES File Explorer/Manager PRO,PRODUCTIVITY,4.7,81614,6.6M,"500,000+",False,2.99,Everyone,Productivity,2018-07-11,Pro 1.1.4.1,4.0 and up
ES Task Manager (Task Killer ),BUSINESS,4.3,171771,3.2M,"10,000,000+",True,0.0,Everyone,Business,2018-01-15,2.0.6.4,2.1 and up
ES Audio Player ( Shortcut ),VIDEO_PLAYERS,4.2,1236,33k,"100,000+",True,0.0,Everyone,Video Players & Editors,2013-07-17,1.1,2.2 and up
ES Disk Analyzer - Storage Space,PRODUCTIVITY,4.7,5867,4.4M,"100,000+",True,0.0,Everyone,Productivity,2017-10-31,1.0.2.9,4.0 and up
ES App Locker,TOOLS,4.3,32207,3.4M,"1,000,000+",True,0.0,Everyone,Tools,2017-08-16,1.1.8.2,2.1 and up
ES Chromecast plugin,LIBRARIES_AND_DEMO,4.2,23859,860k,"1,000,000+",True,0.0,Everyone,Libraries & Demo,2014-10-29,1.0,4.0 and up
ES Material Theme for Pro,PRODUCTIVITY,4.2,14428,1.2M,"1,000,000+",True,0.0,Everyone,Productivity,2015-12-03,2.0.3,2.2 and up
ES Holo Theme for Pro,PRODUCTIVITY,4.2,4737,1.7M,"500,000+",True,0.0,Everyone,Productivity,2015-11-26,2.0.3,2.0 and up
ES File Explorer,TOOLS,4.1,278,2.8M,"100,000+",True,0.0,Everyone,Tools,2018-07-02,3.1.5,4.0 and up
ES Dark Theme for free,TOOLS,4.2,7851,364k,"1,000,000+",True,0.0,Everyone,Tools,2017-08-22,2.0.7,4.0 and up
ES Classic Theme,TOOLS,4.3,20865,2.2M,"1,000,000+",True,0.0,Everyone,Tools,2015-10-30,2.0.3,2.1 and up
ES Themes -- Classic Theme,PERSONALIZATION,4.4,77609,1.9M,"1,000,000+",True,0.0,Everyone,Personalization,2015-04-24,1.14,1.6 and up
ES Holo Theme,TOOLS,4.3,11449,1.7M,"500,000+",True,0.0,Everyone,Tools,2016-02-02,2.0.4,2.0 and up
"ES File Explorer & Manager, Locker Xplorer 2018",TOOLS,3.5,11,3.0M,"1,000+",True,0.0,Everyone,Tools,2018-03-17,1.2,4.2 and up
ES Summer Chill Theme for Free,TOOLS,4.3,940,387k,"100,000+",True,0.0,Everyone,Tools,2017-08-24,2.0.7,4.0 and up
Furrion ES Control,VIDEO_PLAYERS,1.8,26,2.7M,"5,000+",True,0.0,Everyone,Video Players & Editors,2016-09-29,1.0,4.2 and up
OpenGL ES Extensions - The OpenGL Utility,TOOLS,4.2,513,2.0M,"50,000+",True,0.0,Everyone,Tools,2018-05-06,5.0.5,4.0 and up
File Ex - ES File Explorer,TOOLS,4.2,24,5.0M,"1,000+",True,0.0,Everyone,Tools,2017-12-27,1.1.6,4.2 and up
OpenGL ES CapsViewer,TOOLS,4.6,78,375k,"10,000+",True,0.0,Everyone,Tools,2018-04-01,0.6,4.3 and up
ES-IPTV,VIDEO_PLAYERS,4.0,944,11M,"50,000+",True,0.0,Everyone,Video Players & Editors,2017-10-15,4.2.1,4.1 and up
OpenGL-ES Info,TOOLS,4.3,249,626k,"10,000+",True,0.0,Everyone,Tools,2013-08-08,1.4,1.6 and up
Dr. ES PV Calculator,TOOLS,5.0,19,11M,500+,True,0.0,Everyone,Tools,2018-03-11,3.4.7.2.16,4.1 and up
ES File Explorer & File Manager 2018,TOOLS,3.8,24,2.9M,"5,000+",True,0.0,Everyone,Tools,2018-03-17,1.1,4.2 and up
HTC Sense Input - ES,TOOLS,4.3,3509,6.5M,"1,000,000+",True,0.0,Everyone,Tools,2015-10-30,1.0.612919,5.0 and up
2019 Tricks Es File Explores,TOOLS,3.0,4,2.0M,"1,000+",True,0.0,Everyone,Tools,2016-03-16,1.0,2.2 and up
ES Billing System (Offline App),PRODUCTIVITY,5.0,1,4.2M,100+,True,0.0,Everyone,Productivity,2018-05-17,1.0,4.1 and up
ES Anywhere,BUSINESS,4.7,10,Varies with device,100+,True,0.0,Everyone,Business,2017-04-28,Varies with device,4.0.3 and up
YEBIS OpenGL ES 3.0 Tech Demo,FAMILY,4.6,380,6.7M,"10,000+",True,0.0,Everyone,Entertainment,2014-03-11,1.0,4.3 and up
RAR,TOOLS,4.4,669901,Varies with device,"50,000,000+",True,0.0,Everyone,Tools,2018-08-07,Varies with device,Varies with device
Advanced calculator fx 991 es plus & 991 ms plus,FAMILY,4.7,7252,9.2M,"500,000+",True,0.0,Everyone,Education,2018-08-02,3.3.1-build-02-08-2018-19-release,4.0 and up
ES Solar,BUSINESS,5.0,3,4.7M,100+,True,0.0,Everyone,Business,2018-05-17,1.2,4.1 and up
File Manager by Xiaomi: release file storage space,TOOLS,4.8,337532,15M,"10,000,000+",True,0.0,Everyone,Tools,2018-07-11,V1-180703,4.4 and up
ESLock File Recovery Lite,PRODUCTIVITY,3.0,460,161k,"50,000+",True,0.0,Everyone,Productivity,2016-01-05,1.5.9,4.0.3 and up
Castle Clash: Epic Empire ES,FAMILY,4.6,584070,24M,"5,000,000+",True,0.0,Everyone 10+,Strategy,2018-07-18,1.4.1,4.1 and up
¿Es Vegan?,FOOD_AND_DRINK,4.6,438,1.7M,"10,000+",True,0.0,Everyone,Food & Drink,2017-08-01,2.2.3,3.0 and up
ES-1,COMMUNICATION,nan,6,2.7M,500+,True,0.0,Everyone,Communication,2016-07-05,1.0,1.6 and up
Moto File Manager,TOOLS,4.1,38679,5.9M,"10,000,000+",True,0.0,Everyone,Tools,2018-02-01,v3.7.93,5.0 and up
School scientific calculator fx 500 es plus 500 ms,FAMILY,4.6,1553,9.2M,"100,000+",True,0.0,Everyone,Education,2018-08-02,3.3.1-build-02-08-2018-19-release,4.0 and up
Esto Es Guerra TVN,FAMILY,4.5,1303,13M,"100,000+",True,0.0,Everyone,Entertainment,2018-07-24,1.7.2,4.1 and up
Economic Times : Market News,NEWS_AND_MAGAZINES,4.3,93708,Varies with device,"5,000,000+",True,0.0,Everyone,News & Magazines,2018-07-09,Varies with device,Varies with device
ET Markets : NSE & BSE India,FINANCE,4.2,24980,9.2M,"1,000,000+",True,0.0,Everyone,Finance,2018-07-16,2.1.3,4.1 and up
HBO NOW: Stream TV & Movies,FAMILY,3.9,61230,Varies with device,"10,000,000+",True,0.0,Teen,Entertainment,2018-07-19,Varies with device,Varies with device
ET Telecom from Economic Times,NEWS_AND_MAGAZINES,4.7,273,6.3M,"10,000+",True,0.0,Everyone,News & Magazines,2018-08-07,2.9.0,4.1 and up
Égalité et Réconciliation,NEWS_AND_MAGAZINES,4.9,58,3.8M,500+,False,2.99,Everyone,News & Magazines,2018-05-26,1.1.1,5.0 and up
Economic Times : Market News Go Edition,NEWS_AND_MAGAZINES,4.3,39,4.2M,"5,000+",True,0.0,Everyone,News & Magazines,2018-04-18,1.0.4,4.1 and up
Hymnes et Louanges,BOOKS_AND_REFERENCE,4.4,1877,5.7M,"100,000+",True,0.0,Everyone,Books & Reference,2017-03-21,2.4.1,4.1 and up
Lire avec Sami et Julie,FAMILY,3.6,569,18M,"100,000+",True,0.0,Everyone,Educational;Education,2014-06-13,1.2,2.2 and up
Lettre et demande d'emploi,FAMILY,4.6,302,9.9M,"100,000+",True,0.0,Everyone,Education,2018-01-02,1.0,4.0 and up
MAPS.ME – Offline Map and Travel Navigation,TRAVEL_AND_LOCAL,4.5,932870,Varies with device,"50,000,000+",True,0.0,Everyone,Travel & Local,2018-07-27,8.3.3-Google,4.0.3 and up
Recettes Faciles et Rapides,FOOD_AND_DRINK,nan,95,12M,"50,000+",True,0.0,Everyone,Food & Drink,2018-01-06,3.0.1,2.3 and up
Blagues et Histoires Drôles,FAMILY,3.9,859,5.3M,"100,000+",True,0.0,Teen,Entertainment,2017-02-18,0.0.2,4.1 and up
Lettre de motivation et CV,FAMILY,4.3,979,9.9M,"100,000+",True,0.0,Everyone,Education,2018-07-30,2.0,4.0 and up
Anime et Manga Amino en Français,SOCIAL,4.8,3782,63M,"50,000+",True,0.0,Teen,Social,2018-07-13,1.8.19106,4.0.3 and up
Google Arts & Culture,FAMILY,3.7,24137,Varies with device,"5,000,000+",True,0.0,Everyone,Education,2018-06-25,Varies with device,Varies with device
"Moneycontrol – Stocks, Sensex, Mutual Funds, IPO",FINANCE,4.4,281635,Varies with device,"5,000,000+",True,0.0,Everyone,Finance,2018-08-06,Varies with device,Varies with device
CNBC: Breaking Business News & Live Market Data,FINANCE,4.2,24666,Varies with device,"1,000,000+",True,0.0,Everyone,Finance,2018-07-13,Varies with device,Varies with device
Google Earth,TRAVEL_AND_LOCAL,4.3,2339098,Varies with device,"100,000,000+",True,0.0,Everyone,Travel & Local,2018-06-18,9.2.17.13,4.1 and up
"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1371082,Varies with device,"50,000,000+",True,0.0,Teen,Shopping,2018-08-03,Varies with device,Varies with device
"Photo Lab Picture Editor: face effects, art frames",PHOTOGRAPHY,4.5,1536512,Varies with device,"50,000,000+",True,0.0,Everyone,Photography,2018-07-17,Varies with device,Varies with device
Google News,NEWS_AND_MAGAZINES,3.9,878065,13M,"1,000,000,000+",True,0.0,Teen,News & Magazines,2018-08-01,5.2.0,4.4 and up
Empires and Allies,FAMILY,4.3,398746,Varies with device,"10,000,000+",True,0.0,Everyone 10+,Strategy,2018-08-06,Varies with device,4.1 and up
Beauty and the Beast,FAMILY,4.4,70883,31M,"1,000,000+",True,0.0,Everyone,Puzzle;Creativity,2018-08-07,1.7.6,4.2 and up
Hornet - Gay Social Network,SOCIAL,4.0,163679,Varies with device,"5,000,000+",True,0.0,Mature 17+,Social,2018-08-01,Varies with device,Varies with device
Learn Italian with MosaLingua,FAMILY,4.7,1719,Varies with device,"50,000+",False,4.99,Teen,Education,2018-05-31,Varies with device,Varies with device
iTranslate Translator & Dictionary,PRODUCTIVITY,4.3,201718,35M,"10,000,000+",True,0.0,Everyone,Productivity,2018-07-11,4.6.15,4.1 and up
Oggy,GAME,4.5,49971,61M,"5,000,000+",True,0.0,Everyone,Arcade,2017-08-29,1.3.1,4.0.3 and up
MomentCam Cartoons & Stickers,PHOTOGRAPHY,4.2,1260143,Varies with device,"50,000,000+",True,0.0,Everyone,Photography,2018-07-12,Varies with device,Varies with device
News by The Times of India Newspaper - Latest News,NEWS_AND_MAGAZINES,4.2,522205,Varies with device,"10,000,000+",True,0.0,Everyone,News & Magazines,2018-08-07,Varies with device,Varies with device
Amino: Communities and Chats,SOCIAL,4.8,1264084,62M,"10,000,000+",True,0.0,Teen,Social,2018-08-07,1.8.19179,4.0.3 and up
Nike Training Club - Workouts & Fitness Plans,HEALTH_AND_FITNESS,4.6,251618,93M,"10,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-18,5.14.0,5.0 and up
Pocket Mortys,FAMILY,4.5,174215,93M,"10,000,000+",True,0.0,Everyone,Simulation,2018-08-03,2.5.2,4.1 and up
Hangouts Dialer - Call Phones,COMMUNICATION,4.0,122512,79k,"10,000,000+",True,0.0,Everyone,Communication,2015-09-02,0.1.100944346,4.0.3 and up
"Ideal Weight, BMI Calculator",HEALTH_AND_FITNESS,4.2,112384,5.0M,"5,000,000+",True,0.0,Everyone,Health & Fitness,2018-02-23,2.1.0,4.1 and up
Epson iPrint,TOOLS,4.1,108169,Varies with device,"10,000,000+",True,0.0,Everyone,Tools,2018-06-25,Varies with device,Varies with device
Offline Maps & Navigation,TRAVEL_AND_LOCAL,4.7,193364,33M,"5,000,000+",True,0.0,Everyone,Travel & Local,2018-06-07,17.4.1,4.0.3 and up
Voice changer with effects,FAMILY,4.2,1260903,8.7M,"50,000,000+",True,0.0,Everyone,Entertainment,2018-08-02,3.4.8,4.1 and up
Fitness & Bodybuilding,HEALTH_AND_FITNESS,4.6,95201,61M,"5,000,000+",True,0.0,Everyone,Health & Fitness,2018-07-09,2.4.1,4.1 and up
A+ Gallery - Photos & Videos,PHOTOGRAPHY,4.5,223941,Varies with device,"10,000,000+",True,0.0,Everyone,Photography,2018-08-06,Varies with device,Varies with device
EU Mobile Money,FINANCE,3.9,460,6.1M,"100,000+",True,0.0,Everyone,Finance,2018-07-16,1.6,4.0 and up
European Union Simulator,FAMILY,3.6,688,26M,"50,000+",True,0.0,Everyone,Simulation,2016-09-20,1.2,4.0.3 and up
EU Charter,BOOKS_AND_REFERENCE,4.6,33,37M,"1,000+",True,0.0,Everyone,Books & Reference,2017-01-16,1.0.3,4.0 and up
EU Council,COMMUNICATION,nan,7,19M,"1,000+",True,0.0,Everyone,Communication,2018-07-04,1.3.0,4.4 and up
EU Flags Free Live Wallpaper,PERSONALIZATION,3.4,730,2.3M,"100,000+",True,0.0,Everyone,Personalization,2013-11-18,1.95,2.1 and up
myLPG.eu,TRAVEL_AND_LOCAL,4.2,556,4.4M,"50,000+",True,0.0,Everyone,Travel & Local,2018-07-25,1.95,4.0 and up
YouCamp EU,TRAVEL_AND_LOCAL,3.4,39,32M,"1,000+",False,2.56,Everyone,Travel & Local,2013-07-20,1.3.1,2.2 and up
EU Economy,PRODUCTIVITY,3.6,47,879k,"5,000+",True,0.0,Everyone,Productivity,2017-12-19,9.0,4.2 and up
Flag of European Union,PERSONALIZATION,4.2,36,5.3M,"1,000+",True,0.0,Everyone,Personalization,2016-12-10,2.0,2.3.3 and up
EU Data Protection,BOOKS_AND_REFERENCE,3.5,29,17M,"1,000+",True,0.0,Everyone,Books & Reference,2016-07-15,2.0,4.0.3 and up
Flag Of European Union LWP,PERSONALIZATION,4.3,88,4.2M,"1,000+",True,0.0,Everyone,Personalization,2018-01-24,7.0,4.0.3 and up
European Union Flag LWP,PERSONALIZATION,nan,3,5.3M,100+,True,0.0,Everyone,Personalization,2016-08-29,1.1,4.1 and up
Council Voting Calculator,COMMUNICATION,3.9,33,3.4M,"5,000+",True,0.0,Everyone,Communication,2017-01-06,2.3.0,4.1 and up
EU Flags Live Wallpaper,PERSONALIZATION,4.3,444,12M,"10,000+",False,0.99,Everyone,Personalization,2013-11-18,1.95,2.1 and up
EU FTL Calculator,BUSINESS,3.6,60,1.8M,"10,000+",True,0.0,Everyone,Business,2018-06-01,1.5.1,4.1 and up
The EU Relocation Programme,FAMILY,nan,27,12M,"1,000+",True,0.0,Everyone,Education,2016-07-28,1.0,4.0 and up
Passenger rights,TRAVEL_AND_LOCAL,3.9,442,2.5M,"50,000+",True,0.0,Everyone,Travel & Local,2018-01-16,1.1.3,4.0.3 and up
EU Mobile Money Partenaire Commercial,FINANCE,4.3,70,3.9M,"10,000+",True,0.0,Everyone,Finance,2018-05-14,1.3,4.0.3 and up
Eurostat Country Profiles,PRODUCTIVITY,3.7,87,2.0M,"10,000+",True,0.0,Everyone,Productivity,2018-04-12,37.0,4.0.3 and up
EU in the World,FAMILY,nan,8,7.2M,100+,True,0.0,Everyone,Entertainment,2018-03-02,1.1.1,4.1 and up
My EU,FAMILY,3.8,4,13M,100+,True,0.0,Everyone,Education,2017-05-15,3.2.1,4.1 and up
Invasion: Defend EU,GAME,nan,7,20M,50+,True,0.0,Everyone,Arcade,2017-12-08,1.0.|,2.3 and up
R-EU-READY,GAME,4.1,13,16M,500+,True,0.0,Everyone,Trivia,2016-03-02,1.5,2.2 and up
taxi.eu,TRAVEL_AND_LOCAL,4.1,1865,22M,"100,000+",True,0.0,Everyone,Travel & Local,2018-06-28,10.7.1388,4.4 and up
CVRIA,BUSINESS,4.7,68,3.5M,"10,000+",True,0.0,Everyone,Business,2017-05-11,1.1.10,4.4 and up
Speed Racing Ultimate 2,GAME,4.1,66894,Varies with device,"1,000,000+",True,0.0,Everyone 10+,Racing,2018-07-21,Varies with device,Varies with device
EU Flag Live Wallpaper,PERSONALIZATION,nan,19,2.3M,"1,000+",True,0.0,Everyone,Personalization,2016-06-09,1.0,2.3 and up
TAXLANDIA,FAMILY,1.9,141,65M,"1,000+",True,0.0,Everyone,Educational,2018-03-06,1.8.2,4.3 and up
European Solidarity Corps,SOCIAL,3.6,9,21M,"1,000+",True,0.0,Teen,Social,2018-07-05,1.2.0,4.4 and up
Have your say on Europe,COMMUNICATION,3.8,19,21M,500+,True,0.0,Everyone,Communication,2018-04-19,1.1.0,4.1 and up
EU CBRNE Glossary,LIBRARIES_AND_DEMO,nan,3,20M,500+,True,0.0,Everyone,Libraries & Demo,2016-06-15,1.0.0,4.4 and up
Doorstep EU,NEWS_AND_MAGAZINES,4.5,67,12M,"1,000+",True,0.0,Everyone,News & Magazines,2018-06-26,1.8,4.1 and up
EURES - Your Job in Europe,BUSINESS,2.7,358,2.0M,"50,000+",True,0.0,Everyone,Business,2017-09-18,1.4.1,2.3.3 and up
Autoroute.EU,BUSINESS,nan,10,2.7M,"1,000+",True,0.0,Everyone,Business,2016-07-19,2.6,4.0.3 and up
Invasive Alien Species Europe,FAMILY,4.5,13,13M,"1,000+",True,0.0,Everyone,Education,2017-11-20,1.0.6,4.4 and up
Countries of the European Union (Quiz),GAME,nan,11,7.0M,100+,True,0.0,Everyone,Trivia,2018-02-03,1.3,5.0 and up
EU Exit poll,LIFESTYLE,5.0,10,9.4M,100+,True,0.0,Everyone,Lifestyle,2016-07-15,1.6,4.1 and up
Schengen/EU App,TOOLS,4.0,24,11M,"1,000+",True,0.0,Everyone,Tools,2018-02-27,1.0,4.1 and up
I Know Stuff,GAME,4.2,214923,Varies with device,"5,000,000+",True,0.0,Everyone,Trivia,2018-07-31,9.1.3,4.1 and up
EU WHO War,FAMILY,nan,0,1.2M,50+,True,0.0,Everyone,Education,2013-12-23,1.0,3.0 and up
Lazionews.eu,NEWS_AND_MAGAZINES,nan,25,18M,"1,000+",True,0.0,Everyone,News & Magazines,2018-05-18,1.0.1,4.0 and up
Brexit EU,FAMILY,4.4,7,7.5M,500+,True,0.0,Everyone,Casual,2016-03-10,1.0,2.3 and up
Eu sou Rico,FINANCE,nan,0,2.6M,0+,False,30.99,Everyone,Finance,2018-01-09,1.0,4.0 and up
EU Life Explorer,NEWS_AND_MAGAZINES,4.0,2,12M,50+,True,0.0,Everyone,News & Magazines,2017-05-08,1.1,4.1 and up
E.U. Trademark Search Tool,BUSINESS,nan,0,3.1M,10+,True,0.0,Everyone,Business,2018-03-29,1.5,4.0.3 and up
EU VAT Checker,BUSINESS,3.1,7,39k,"1,000+",True,0.0,Everyone,Business,2011-10-12,1,1.6 and up
Dotti EU,BUSINESS,nan,15,4.3M,"1,000+",True,0.0,Everyone,Business,2018-05-09,2.1.18,4.4 and up
EU RCD Guide,BOOKS_AND_REFERENCE,nan,0,45M,10+,False,3.61,Everyone,Books & Reference,2016-06-29,2.0,4.0 and up
daskal.eu,FAMILY,5.0,5,15M,50+,True,0.0,Everyone,Education,2017-10-06,2.3.3,4.4 and up
Intra- and extra-EU trade data,FINANCE,nan,1,2.5M,100+,True,0.0,Everyone,Finance,2015-12-16,1.0.5,4.0 and up
Programi podrške EU,COMMUNICATION,nan,0,5.4M,100+,True,0.0,Everyone,Communication,2018-01-15,1.0.3,4.1 and up
EU FP7 Adventure,BUSINESS,nan,2,5.2M,100+,True,0.0,Everyone,Business,2013-02-15,1,2.2 and up
GastroHunter.EU,LIFESTYLE,nan,1,1.5M,10+,True,0.0,Everyone,Lifestyle,2015-04-23,1.0,4.3 and up
EU IP Codes,BOOKS_AND_REFERENCE,nan,2,970k,100+,True,0.0,Everyone,Books & Reference,2014-01-08,1.0.4,4.0 and up
Eu Sou Rico,FINANCE,nan,0,1.4M,0+,False,394.99,Everyone,Finance,2018-07-11,1.0,4.0.3 and up
MOTOBAZAR EU,LIFESTYLE,nan,1,2.0M,100+,True,0.0,Everyone,Lifestyle,2018-05-06,1.2.36,4.0.3 and up
TattooSupplies.eu,SHOPPING,nan,31,34M,"1,000+",True,0.0,Everyone,Shopping,2017-08-09,1.3.1,4.1 and up
IF YOU TO EU PEGO,FAMILY,nan,3,2.1M,100+,False,1.26,Everyone,Entertainment,2012-01-12,3,2.1 and up
VAT Checker for EU company,BUSINESS,4.7,78,Varies with device,"1,000+",True,0.0,Everyone,Business,2017-01-24,Varies with device,Varies with device
Inbox.eu,COMMUNICATION,3.7,98,9.7M,"10,000+",True,0.0,Everyone,Communication,2018-07-11,6.4.7,4.3 and up
CALIOPE EU: Air Quality,HEALTH_AND_FITNESS,3.9,21,2.2M,"1,000+",True,0.0,Everyone,Health & Fitness,2015-10-30,1.1.2,4.0 and up
Konferencija.eu,BUSINESS,nan,3,1.6M,10+,True,0.0,Everyone,Business,2017-03-21,1.0.2,4.0 and up
Reisedealz.eu,SOCIAL,nan,0,10M,10+,True,0.0,Everyone,Social,2015-09-24,1.0,4.0 and up
Going Abroad,FAMILY,3.0,606,42M,"50,000+",True,0.0,Everyone 10+,Educational,2016-08-16,1.2,4.0 and up
EU GDPR RiskCalc,BUSINESS,nan,1,13M,50+,True,0.0,Everyone,Business,2017-10-03,1.0.0,4.2 and up
EU Whoiswho,BUSINESS,nan,0,2.7M,10+,True,0.0,Everyone,Business,2016-12-01,0.0.1,4.0 and up
EU Brazil Green Business Forum,PRODUCTIVITY,nan,0,8.7M,10+,True,0.0,Everyone,Productivity,2017-04-18,1.7.1,2.1 and up
EU-Schwerbehinderung,NEWS_AND_MAGAZINES,nan,3,32M,100+,True,0.0,Everyone 10+,News & Magazines,2018-07-16,2.0.3.53,6.0 and up
SK Bosnia Online EU Teplice,SPORTS,nan,2,10M,5+,True,0.0,Everyone,Sports,2017-08-21,1.2,4.0 and up
Campervan.Guide Pro,TRAVEL_AND_LOCAL,4.2,238,67M,"10,000+",False,5.99,Everyone,Travel & Local,2018-06-22,4.6.2,4.1 and up
Qserve EU MDR First Aid,BUSINESS,3.0,2,17M,100+,True,0.0,Everyone,Business,2017-05-11,1.2.22,4.1 and up
I'm Rich/Eu sou Rico/أنا غني/我很有錢,LIFESTYLE,nan,0,40M,0+,False,399.99,Everyone,Lifestyle,2017-12-01,MONEY,4.1 and up
TrainPal EU- Book German Train Tickets,MAPS_AND_NAVIGATION,nan,1,21M,100+,True,0.0,Everyone,Maps & Navigation,2018-03-29,1.0.0,4.2 and up
Strawberry Shortcake Ice Cream Island,FAMILY,4.2,32200,15M,"5,000,000+",True,0.0,Everyone,Casual;Pretend Play,2017-11-06,1.2,4.1 and up
NativeScript Developer Day EU,BUSINESS,nan,2,12M,100+,True,0.0,Everyone,Business,2017-09-23,1.2,4.2 and up
EU FP7 SAM,BUSINESS,nan,0,9.7M,10+,True,0.0,Everyone,Business,2015-03-12,1.0.3,4.0 and up
Rail Planner Eurail/Interrail,MAPS_AND_NAVIGATION,4.2,3596,31M,"1,000,000+",True,0.0,Everyone,Maps & Navigation,2018-06-15,3.0.1 (70),4.0 and up
eu sou franky,BUSINESS,3.7,195,4.0M,"10,000+",True,0.0,Everyone,Business,2016-11-21,1.0.1,4.0 and up
Tasker,TOOLS,4.6,43045,Varies with device,"1,000,000+",False,2.99,Everyone,Tools,2018-06-25,Varies with device,Varies with device
efootwear.eu - online store,SHOPPING,4.5,928,8.6M,"100,000+",True,0.0,Everyone,Shopping,2018-08-02,1.7.0,4.4 and up
ChargeHub - Find EV & Tesla Charging Stations,MAPS_AND_NAVIGATION,4.6,796,25M,"50,000+",True,0.0,Everyone,Maps & Navigation,2018-05-18,6.7.0,4.0.3 and up
PlugShare,MAPS_AND_NAVIGATION,4.7,4501,26M,"100,000+",True,0.0,Teen,Maps & Navigation,2018-07-25,3.5.1,4.0.3 and up
NEXTCHARGE - Charging Stations,MAPS_AND_NAVIGATION,4.3,891,6.4M,"50,000+",True,0.0,Everyone,Maps & Navigation,2018-07-26,4.5.1,4.1 and up
NissanConnect® EV & Services,LIFESTYLE,2.3,853,88M,"50,000+",True,0.0,Everyone,Lifestyle,2018-07-20,6.2.0,4.4 and up
EV Connect,MAPS_AND_NAVIGATION,2.8,25,5.8M,"1,000+",True,0.0,Everyone,Maps & Navigation,2018-08-06,2.10.0,5.0 and up
HondaLink EV,TOOLS,2.8,44,41M,"10,000+",True,0.0,Everyone,Tools,2018-06-20,3.8,2.3 and up
EV Stations Hawaii,MAPS_AND_NAVIGATION,3.6,7,2.5M,"1,000+",True,0.0,Everyone,Maps & Navigation,2017-05-30,3.0.6,4.1 and up
Emerge EV App (eBike App),LIFESTYLE,3.0,26,Varies with device,"1,000+",True,0.0,Everyone,Lifestyle,2018-05-15,Varies with device,6.0 and up
EV Trip Optimizer for Tesla,AUTO_AND_VEHICLES,3.2,46,6.6M,"1,000+",True,0.0,Everyone,Auto & Vehicles,2018-06-26,3.4,4.1 and up
JuiceNet - Smart EV Charging,MAPS_AND_NAVIGATION,3.5,106,24M,"5,000+",True,0.0,Everyone,Maps & Navigation,2018-07-09,2.1.223,4.0 and up
Zap-Map: EV charging points UK,MAPS_AND_NAVIGATION,3.8,181,9.8M,"10,000+",True,0.0,Everyone,Maps & Navigation,2018-07-06,4.0.4,4.1 and up
EV Charging,MAPS_AND_NAVIGATION,3.5,8,32M,"1,000+",True,0.0,Everyone,Maps & Navigation,2017-08-01,2.0.0,4.1 and up
Simple EV Calc,PRODUCTIVITY,4.2,105,72M,"1,000+",True,0.0,Everyone,Productivity,2017-10-16,2.2.2,4.4 and up
CHOSEN - EV Smart Charger,AUTO_AND_VEHICLES,nan,1,19M,10+,True,0.0,Everyone,Auto & Vehicles,2018-08-07,3.4.4,4.2 and up
Electric Car Charging Points: Ev charger Stations,MAPS_AND_NAVIGATION,4.5,8,8.1M,100+,True,0.0,Everyone,Maps & Navigation,2018-08-03,1.3,4.1 and up
ELMO EV Charging,MAPS_AND_NAVIGATION,3.4,14,6.2M,"1,000+",True,0.0,Everyone,Maps & Navigation,2018-01-25,2.1.05,4.0.3 and up
Bolt - EV Charging Service,AUTO_AND_VEHICLES,3.0,9,8.4M,100+,True,0.0,Everyone,Auto & Vehicles,2018-03-23,2.2.0,5.0 and up
To-U - free EV public charging,TRAVEL_AND_LOCAL,4.4,75,19M,"1,000+",True,0.0,Everyone,Travel & Local,2018-05-23,2.9.0,4.1 and up
Light Meter - EV,PHOTOGRAPHY,4.0,26,8.5M,"1,000+",True,0.0,Everyone,Photography,2018-08-02,4.1.1,4.4 and up
Mas Akıllı Ev,HOUSE_AND_HOME,nan,13,43M,100+,True,0.0,Everyone,House & Home,2018-04-18,3.2,4.4 and up
EV Finder,TOOLS,4.3,29,23M,"1,000+",True,0.0,Everyone,Tools,2017-02-07,2.7,2.3 and up
SpeedApp EV,AUTO_AND_VEHICLES,nan,0,48M,5+,True,0.0,Everyone,Auto & Vehicles,2018-07-04,1.2,6.0 and up
EV Real Estate Search,LIFESTYLE,4.1,88,20M,"5,000+",True,0.0,Everyone,Lifestyle,2018-07-13,5.600.49,4.0.3 and up
